357|4i0u|A|-1|1011|000|-1|-1|-1|-1|0|0|0|0|5|0|0|370|20|3|0|347
357|4i0u|B|-1|1011|000|-1|-1|-1|-1|0|0|0|0|13|0|0|387|28|11|0|348
357|4i0u|C|-1|1011|000|-1|-1|-1|-1|0|0|0|0|8|0|0|380|27|6|0|347
357|4i0u|D|-1|1011|000|-1|-1|-1|-1|0|0|0|0|7|0|0|373|25|5|0|343
357|4i0u|E|-1|1011|000|-1|-1|-1|-1|0|0|0|0|11|0|0|381|27|9|0|345
357|4i0u|F|-1|1011|000|-1|-1|-1|-1|0|0|0|0|6|0|0|370|20|4|0|346
357|4i0u|G|-1|1011|000|-1|-1|-1|-1|0|0|0|0|14|0|0|393|35|12|0|346
357|4i0u|H|-1|1011|000|-1|-1|-1|-1|0|0|0|0|4|0|0|360|15|2|0|343
357|4i0u|I|-1|1011|000|-1|-1|-1|-1|0|0|0|0|6|0|0|370|21|4|0|345
357|4i0u|J|-1|1011|000|-1|-1|-1|-1|0|0|0|0|8|0|0|374|23|6|0|345
